"id","estacion_id","estacion_nombre","var_id","var_nombre","proc_id","proc_nombre","unit_id","unit_nombre","tabla","id_externo"
42515,8036,"Palos Blancos",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Palos Blancos"
42516,8037,"Pirhuani",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Pirhuani"
42517,8038,"Potolo",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Potolo"
42518,8039,"Potosi - Aero",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Potosi - Aero"
42519,8040,"Potosi - Ciudad",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Potosi - Ciudad"
42520,8041,"Puente Aruma",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Puente Aruma"
42521,8042,"Puente Sucre",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Puente Sucre"
42522,8043,"Puente Talula",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Puente Talula"
42523,8044,"Puerto Margarita",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Puerto Margarita"
42524,8045,"Puna",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Puna"
42525,8046,"Quebrada de Cajas",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Quebrada de Cajas"
42526,8047,"Quila Quila",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Quila Quila"
42527,8048,"Ramadas",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Ramadas"
42528,8049,"Ravelo",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Ravelo"
42529,8050,"Rosario del Ingre",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Rosario del Ingre"
42530,8051,"Sachapera",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Sachapera"
42531,8052,"Saladito Centro",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Saladito Centro"
42532,8053,"Samasa",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Samasa"
42533,8054,"San Antonio de Esmoruco",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Antonio de Esmoruco"
42534,8055,"San Jose de Pampa Grande",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Jose de Pampa Grande"
42535,8056,"San Josecito",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Josecito"
42536,8057,"San Lucas",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Lucas"
42537,8058,"San Luis de Palqui",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Luis de Palqui"
42538,8059,"San Pablo de Lipez",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Pablo de Lipez"
42539,8060,"San Roque",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","San Roque"
42540,8061,"Santa Elena",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Santa Elena"
42541,8062,"Sucre Aero",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Sucre Aero"
42542,8063,"Sucre Ciudad",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Sucre Ciudad"
42543,8064,"Tacobamba",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tacobamba"
42544,8065,"Talina",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Talina"
42545,8066,"Talula - Automatica",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Talula - Automatica"
42546,8067,"Tarabuco",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tarabuco"
42547,8068,"Tarapaya",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tarapaya"
42548,8069,"Tarupayo",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tarupayo"
42549,8070,"Tica Tica",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tica Tica"
42550,8071,"Tiguipa",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tiguipa"
42551,8072,"Timboy",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Timboy"
42552,8073,"Tinguipaya",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tinguipaya"
